Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Donor29_Thermolysin_FT,Coverage (%) Donor30_Thermolysin_A,Coverage (%) Donor30_Thermolysin_B,Coverage (%) Donor30_Thermolysin_C,Coverage (%) Donor30_Thermolysin_D,Coverage (%) Donor30_Thermolysin_E,Coverage (%) Donor30_Thermolysin_F,Coverage (%) Donor30_Thermolysin_G,Coverage (%) Donor30_Thermolysin_H,Coverage (%) Donor30_Thermolysin_FT,Coverage (%) Donor29_Thermolysin_A,Coverage (%) Donor29_Thermolysin_B,Coverage (%) Donor29_Thermolysin_C,Coverage (%) Donor29_Thermolysin_D,Coverage (%) Donor29_Thermolysin_E,Coverage (%) Donor29_Thermolysin_F,Coverage (%) Donor29_Thermolysin_G,Coverage (%) Donor29_Thermolysin_H,Coverage (%) Donor29_TrypLysC_A,Coverage (%) Donor29_TrypLysC_B,Coverage (%) Donor29_TrypLysC_C,Coverage (%) Donor29_TrypLysC_D,Coverage (%) Donor29_TrypLysC_E,Coverage (%) Donor29_TrypLysC_F,Coverage (%) Donor29_TrypLysC_G,Coverage (%) Donor29_TrypLysC_H,Coverage (%) Donor29_TrypLysC_FT,Coverage (%) Donor30_TrypLysC_A,Coverage (%) Donor30_TrypLysC_B,Coverage (%) Donor30_TrypLysC_C,Coverage (%) Donor30_TrypLysC_D,Coverage (%) Donor30_TrypLysC_E,Coverage (%) Donor30_TrypLysC_F,Coverage (%) Donor30_TrypLysC_G,Coverage (%) Donor30_TrypLysC_H,Coverage (%) Donor24_TrypLysC_A,Coverage (%) Donor24_TrypLysC_B,Coverage (%) Donor24_TrypLysC_C,Coverage (%) Donor24_TrypLysC_D,Coverage (%) Donor24_TrypLysC_E,Coverage (%) Donor24_TrypLysC_FT,Coverage (%) Donor24_TrypLysC_F,Coverage (%) Donor24_TrypLysC_G,Coverage (%) Donor24_TrypLysC_H,Coverage (%) Donor24_Thermolysin_A,Coverage (%) Donor24_Thermolysin_B,Coverage (%) Donor24_Thermolysin_C,Coverage (%) Donor24_Thermolysin_D,Coverage (%) Donor24_Thermolysin_E,Coverage (%) Donor24_Thermolysin_FT,Coverage (%) Donor24_Thermolysin_F,Coverage (%) Donor24_Thermolysin_G,Coverage (%) Donor24_Thermolysin_H,Area Donor29_Thermolysin_FT,Area Donor30_Thermolysin_A,Area Donor30_Thermolysin_B,Area Donor30_Thermolysin_C,Area Donor30_Thermolysin_D,Area Donor30_Thermolysin_E,Area Donor30_Thermolysin_F,Area Donor30_Thermolysin_G,Area Donor30_Thermolysin_H,Area Donor30_Thermolysin_FT,Area Donor29_Thermolysin_A,Area Donor29_Thermolysin_B,Area Donor29_Thermolysin_C,Area Donor29_Thermolysin_D,Area Donor29_Thermolysin_E,Area Donor29_Thermolysin_F,Area Donor29_Thermolysin_G,Area Donor29_Thermolysin_H,Area Donor29_TrypLysC_A,Area Donor29_TrypLysC_B,Area Donor29_TrypLysC_C,Area Donor29_TrypLysC_D,Area Donor29_TrypLysC_E,Area Donor29_TrypLysC_F,Area Donor29_TrypLysC_G,Area Donor29_TrypLysC_H,Area Donor29_TrypLysC_FT,Area Donor30_TrypLysC_A,Area Donor30_TrypLysC_B,Area Donor30_TrypLysC_C,Area Donor30_TrypLysC_D,Area Donor30_TrypLysC_E,Area Donor30_TrypLysC_F,Area Donor30_TrypLysC_G,Area Donor30_TrypLysC_H,Area Donor24_TrypLysC_A,Area Donor24_TrypLysC_B,Area Donor24_TrypLysC_C,Area Donor24_TrypLysC_D,Area Donor24_TrypLysC_E,Area Donor24_TrypLysC_FT,Area Donor24_TrypLysC_F,Area Donor24_TrypLysC_G,Area Donor24_TrypLysC_H,Area Donor24_Thermolysin_A,Area Donor24_Thermolysin_B,Area Donor24_Thermolysin_C,Area Donor24_Thermolysin_D,Area Donor24_Thermolysin_E,Area Donor24_Thermolysin_FT,Area Donor24_Thermolysin_F,Area Donor24_Thermolysin_G,Area Donor24_Thermolysin_H,#Peptides,#Unique,#Spec Donor29_Thermolysin_FT,#Spec Donor30_Thermolysin_A,#Spec Donor30_Thermolysin_B,#Spec Donor30_Thermolysin_C,#Spec Donor30_Thermolysin_D,#Spec Donor30_Thermolysin_E,#Spec Donor30_Thermolysin_F,#Spec Donor30_Thermolysin_G,#Spec Donor30_Thermolysin_H,#Spec Donor30_Thermolysin_FT,#Spec Donor29_Thermolysin_A,#Spec Donor29_Thermolysin_B,#Spec Donor29_Thermolysin_C,#Spec Donor29_Thermolysin_D,#Spec Donor29_Thermolysin_E,#Spec Donor29_Thermolysin_F,#Spec Donor29_Thermolysin_G,#Spec Donor29_Thermolysin_H,#Spec Donor29_TrypLysC_A,#Spec Donor29_TrypLysC_B,#Spec Donor29_TrypLysC_C,#Spec Donor29_TrypLysC_D,#Spec Donor29_TrypLysC_E,#Spec Donor29_TrypLysC_F,#Spec Donor29_TrypLysC_G,#Spec Donor29_TrypLysC_H,#Spec Donor29_TrypLysC_FT,#Spec Donor30_TrypLysC_A,#Spec Donor30_TrypLysC_B,#Spec Donor30_TrypLysC_C,#Spec Donor30_TrypLysC_D,#Spec Donor30_TrypLysC_E,#Spec Donor30_TrypLysC_F,#Spec Donor30_TrypLysC_G,#Spec Donor30_TrypLysC_H,#Spec Donor24_TrypLysC_A,#Spec Donor24_TrypLysC_B,#Spec Donor24_TrypLysC_C,#Spec Donor24_TrypLysC_D,#Spec Donor24_TrypLysC_E,#Spec Donor24_TrypLysC_FT,#Spec Donor24_TrypLysC_F,#Spec Donor24_TrypLysC_G,#Spec Donor24_TrypLysC_H,#Spec Donor24_Thermolysin_A,#Spec Donor24_Thermolysin_B,#Spec Donor24_Thermolysin_C,#Spec Donor24_Thermolysin_D,#Spec Donor24_Thermolysin_E,#Spec Donor24_Thermolysin_FT,#Spec Donor24_Thermolysin_F,#Spec Donor24_Thermolysin_G,#Spec Donor24_Thermolysin_H,PTM,Avg. Mass,Description
1393,1803,Q9UIG0|BAZ1B_HUMAN,99.0,78.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5177E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,170902,Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2
1013,2097,P62081|RS7_HUMAN,98.8,78.78,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,4.6831E5,,,,,,,,,2.0452E7,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22127,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1
1279,2259,Q27J81|INF2_HUMAN,98.7,78.64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9542E5,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,135624,Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2
1279,2258,Q27J81-2|INF2_HUMAN,98.7,78.64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9542E5,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,134617,Isoform 2 of Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2
1037,2890,P42677|RS27_HUMAN,97.1,78.61,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,9.8825E5,,,,,,,,,1.4377E7,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),9461,40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3
1547,2700,Q9H8Y8|GORS2_HUMAN,97.6,78.61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),47145,Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3
1547,2706,Q9H8Y8-3|GORS2_HUMAN,97.6,78.61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),48674,Isoform 3 of Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2
1547,2704,Q9H8Y8-2|GORS2_HUMAN,97.5,78.61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),39768,Isoform 2 of Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2
1091,1425,P78344|IF4G2_HUMAN,99.1,78.53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,9.7091E4,,,,,,,,,1.8472E6,,,,,,,,,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,102362,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1
1421,2415,Q9H0D6-2|XRN2_HUMAN,98.5,78.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0079E6,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99962,Isoform 2 of 5'-3' exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2
1421,2414,Q9H0D6|XRN2_HUMAN,98.5,78.49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0079E6,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,108583,5'-3' exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1
1154,2398,P31483-3|TIA1_HUMAN,98.5,78.40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0404E5,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24062,Isoform 3 of Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1
1154,2391,P31483|TIA1_HUMAN,98.5,78.40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0404E5,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42963,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3
1148,1999,P46063|RECQ1_HUMAN,98.9,78.30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1405E6,,,,,,,,,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,73457,ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3
1444,2481,O60716-24|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90284,Isoform 3 of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2483,O60716-23|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91105,Isoform 3C of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2485,O60716-16|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95658,Isoform 2 of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2484,O60716-21|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92675,Isoform 3A of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2487,O60716-15|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96479,Isoform 2C of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2486,O60716-19|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93496,Isoform 3AC of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2488,O60716-22|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93478,Isoform 3B of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2489,O60716-20|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94299,Isoform 3BC of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2493,O60716-13|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,98049,Isoform 2A of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2494,O60716-11|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,98870,Isoform 2AC of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2496,O60716-14|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,98852,Isoform 2B of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2495,O60716-18|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95868,Isoform 3AB of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2499,O60716-12|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99673,Isoform 2BC of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2498,O60716-17|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96689,Isoform 3ABC of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2503,O60716-10|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,101242,Isoform 2AB of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
1444,2504,O60716-9|CTND1_HUMAN,98.1,78.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9988E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,102063,Isoform 2ABC of Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1
